Car Count,Vehicle ID,Name,Model,Year,Stock Number,Mileage,Fuel Type,MPG City,MPG Highway,Vehicle Type,Price
1899,1HGCV1F38LA012015,Honda,Honda Accord Sedan,2020,8DQ6C6,40528,Gasoline,29,35,Sedan,"27,499"
1900,2GNAXXEV7L6230697,Chevrolet,Chevrolet Equinox,2020,8FXX7C,20854,Gasoline,25,30,Crossover,"27,999"
1901,19UUB2F30LA001321,Acura,Acura TLX,2020,8D5T0F,22431,Gasoline,20,31,Sedan,"28,499"
1902,2HKRW2H5XLH668963,Honda,Honda CR-V,2020,8F1Q06,37159,Gasoline,27,32,Crossover,"29,499"
1903,1GYKNDRSXMZ115688,Cadillac,Cadillac XT5,2021,7TF9FF,60865,Gasoline,18,26,Sport Utility,"30,499"
1904,1GCUYDEDXKZ117418,Chevrolet,Chevrolet Silverado 1500,2019,8DNDBR,60882,Gasoline,16,22,Truck,"34,299"
1905,1FTEW1EPXKFB60029,Ford,Ford F-150,2019,8F59SR,48445,Gasoline,18,23,Truck,"35,799"
1906,1C6SRFFT3LN140433,RAM,RAM 1500,2020,8FYX4V,65746,Hybrid,19,24,Truck,"35,999"
1907,1FTFW1E83MFA72181,Ford,Ford F-150,2021,7V3MCS,62501,Gasoline,16,22,Truck,"37,999"
1908,5TDFZRBH4LS029851,Toyota,Toyota Highlander,2020,8F23D3,36297,Gasoline,20,27,Sport Utility,"42,999"
1909,1C6SRFMT1NN131137,RAM,RAM 1500,2022,8F713S,21981,Hybrid,19,24,Truck,"45,999"
1910,3N1CN8EV3ML812647,Nissan,Nissan Versa,2021,8CRB8B,57952,Gasoline,32,40,Sedan,"16,799"
1911,5YFBURHE4KP934351,Toyota,Toyota Corolla,2019,8C0THR,62066,Gasoline,28,36,Sedan,"17,999"
1912,MAJ6S3KL0LC350122,Ford,Ford Ecosport,2020,7TX5SF,60911,Gasoline,23,29,Crossover,"18,499"
1913,3VWC57BUXMM005813,Volkswagen,Volkswagen Jetta,2021,7T7M6B,60271,Gasoline,29,39,Sedan,"18,999"
1914,2GNAXKEV8M6113344,Chevrolet,Chevrolet Equinox,2021,7TGH08,64807,Gasoline,26,31,Crossover,"18,999"
1915,1N4BL4BV9MN326250,Nissan,Nissan Altima,2021,8CD4W4,58141,Gasoline,28,39,Sedan,"19,499"
1916,KNDMC5C19H6259086,Kia,Kia Sedona,2017,8F3M42,42682,Gasoline,18,25,Van / Minivan,"19,999"
1917,1C4PJMLN9KD372457,Jeep,Jeep Cherokee,2019,8D97X1,62237,Gasoline,21,29,Crossover,"20,499"
1918,5XXG14J26MG021362,Kia,Kia K5,2021,7TYFCY,59275,Gasoline,27,37,Sedan,"21,499"
1919,4T1G11AK6MU468620,Toyota,Toyota Camry,2021,8CBHBY,61980,Gasoline,28,39,Sedan,"22,699"
1920,2HKRW2H99LH641773,Honda,Honda CR-V,2020,8DHCBX,61424,Gasoline,27,32,Crossover,"28,499"
1921,1GKS2GKD4MR257552,GMC,GMC Yukon XL,2021,7VRWXD,67238,Gasoline,15,19,Sport Utility,"52,799"
1922,3KPF24AD7ME284432,Kia,Kia Forte,2021,8CKQ8S,61623,Gasoline,29,40,Sedan,"17,699"
1923,JA4AD3A33LZ031207,Mitsubishi,Mitsubishi Outlander,2020,7T4ML3,60594,Gasoline,25,30,Crossover,"18,999"
1924,4T1G11AK5LU330095,Toyota,Toyota Camry,2020,7T3Y7X,62154,Gasoline,28,39,Sedan,"21,699"
1925,3KPC24A63ME128571,Hyundai,Hyundai Accent,2021,7TX6F3,59719,Gasoline,33,41,Sedan,"16,799"
1926,5NPD84LF7LH628629,Hyundai,Hyundai Elantra,2020,7TYKHJ,62263,Gasoline,30,40,Sedan,"16,999"
1927,JA4AP4AU7LU030306,Mitsubishi,Mitsubishi Outlander Sport,2020,7T4JS4,59955,Gasoline,24,30,Crossover,"17,299"
1928,3KPF24ADXME263025,Kia,Kia Forte,2021,7T7LM0,59876,Gasoline,29,40,Sedan,"17,699"
1929,JA4APVAU6MU018834,Mitsubishi,Mitsubishi Outlander Sport,2021,8CP3BJ,58205,Gasoline,24,30,Crossover,"17,799"
1930,2GNAXKEV5L6231172,Chevrolet,Chevrolet Equinox,2020,7TFKH0,60467,Gasoline,26,31,Crossover,"18,999"
1931,3C4PDCGBXLT225979,Dodge,Dodge Journey,2020,7TQHCC,59606,Gasoline,19,25,Crossover,"19,299"
1932,3C4PDCAB0LT273547,Dodge,Dodge Journey,2020,7T0HG3,59626,Gasoline,19,25,Crossover,"19,499"
1933,1VWSA7A38MC008534,Volkswagen,Volkswagen Passat,2021,7VHYHK,62132,Gasoline,24,36,Sedan,"19,999"
1934,3FA6P0D93LR193964,Ford,Ford Fusion,2020,7TGV9W,63164,Gasoline,20,29,Sedan,"20,499"
1935,5XXG14J20MG015492,Kia,Kia K5,2021,7TQXK8,61444,Gasoline,27,37,Sedan,"20,699"
1936,3C4NJCCB1MT517897,Jeep,Jeep Compass,2021,7TKVDG,64820,Gasoline,22,31,Crossover,"20,799"
1937,KM8K12AA8LU471895,Hyundai,Hyundai Kona,2020,8F46KL,18237,Gasoline,27,33,Crossover,"20,999"
1938,3C4NJDCB0MT524071,Jeep,Jeep Compass,2021,7T4HST,60850,Gasoline,22,30,Crossover,"21,999"
1939,3C4NJDCBXMT572743,Jeep,Jeep Compass,2021,7V43PN,61190,Gasoline,22,30,Crossover,"21,999"
1940,1FATP8UH1L5119664,Ford,Ford Mustang,2020,7TVCJS,60769,Gasoline,20,28,Convertible,"22,499"
1941,5N1AT3BA4MC726298,Nissan,Nissan Rogue,2021,8CWMLB,61325,Gasoline,26,34,Crossover,"22,499"
1942,2C3CDXBG1MH518368,Dodge,Dodge Charger,2021,7VXT6Q,63098,Gasoline,19,30,Sedan,"23,999"
1943,3GKALVEV9ML324705,GMC,GMC Terrain,2021,7V61G6,60928,Gasoline,25,28,Crossover,"24,199"
1944,5NPEJ4J26MH063784,Hyundai,Hyundai Sonata,2021,8DDF3Q,44900,Gasoline,27,37,Sedan,"24,999"
1945,3GKALVEV3LL259591,GMC,GMC Terrain,2020,8FXX3C,35002,Gasoline,25,28,Crossover,"25,999"
1946,JN8AT2MVXLW139328,Nissan,Nissan Rogue,2020,8FYX3X,35008,Gasoline,25,32,Crossover,"25,999"
1947,2C4RC1GG7LR284423,Chrysler,Chrysler Pacifica,2020,7TFK35,61606,Gasoline,19,28,Van / Minivan,"27,499"
1948,JTMP1RFV0KJ006641,Toyota,Toyota RAV4,2019,8DP8D6,53981,Gasoline,25,33,Crossover,"27,999"
1949,55SWF8EB5KU297870,Mercedes-Benz,Mercedes-Benz C-Class,2019,8F60TR,50453,Gasoline,22,33,Sedan,"28,799"
1950,5UXTY5C01M9F13193,BMW,BMW X3,2021,7V04JJ,61251,Gasoline,23,29,Sport Utility,"29,499"
1951,1FMSK8DH4LGB75909,Ford,Ford Explorer,2020,8DD6TJ,43450,Gasoline,20,27,Crossover,"29,999"
1952,5J8TC2H50LL036372,Acura,Acura RDX,2020,8DDF1R,44200,Gasoline,21,27,Sport Utility,"32,999"
1953,JTEMU5JRXM5929245,Toyota,Toyota 4Runner,2021,7V1RCM,60459,Gasoline,16,19,Sport Utility,"33,499"
1954,1C6SRFCT0NN213961,RAM,RAM 1500,2022,8DCG2T,17260,Hybrid,19,24,Truck,"34,499"
1955,58ADZ1B19LU075722,Lexus,Lexus ES,2020,8DQ6C2,23799,Gasoline,22,32,Sedan,"36,999"
1956,1FTBR3X81MKA12843,Ford,Ford Transit Cargo Van,2021,7VVLHJ,60900,Gasoline,0,0,Cargo Van,"40,499"
1957,3C6UR5DLXKG693948,RAM,RAM 2500,2019,7TYJ2N,49484,Diesel,0,0,Truck,"44,499"
1958,5TFDY5F18MX039570,Toyota,Toyota Tundra 4WD,2021,8F33FK,25528,Gasoline,13,17,Truck,"45,999"
1959,1GKS2HKJ7LR148884,GMC,GMC Yukon XL,2020,8DCP6B,46547,Gasoline,14,20,Sport Utility,"54,499"
1960,WA1LXAF77MD037705,Audi,Audi Q7,2021,8FXW7Y,11014,Hybrid,18,23,Sport Utility,"54,999"
1961,3N1CN8EV2ML818374,Nissan,Nissan Versa,2021,8CQ91L,65799,Gasoline,32,40,Sedan,"16,199"
1962,5NPD84LF6LH581027,Hyundai,Hyundai Elantra,2020,7TR9DR,62737,Gasoline,30,40,Sedan,"16,699"
1963,5NPD84LF9LH633251,Hyundai,Hyundai Elantra,2020,7TQ6V5,58007,Gasoline,30,40,Sedan,"16,999"
1964,3KPF24AD4LE170791,Kia,Kia Forte,2020,7TTX31,63386,Gasoline,29,40,Sedan,"16,999"
1965,3N1AB8CV3MY251758,Nissan,Nissan Sentra,2021,7VCVTG,54903,Gasoline,29,39,Sedan,"18,999"
1966,KNDPMCAC3M7864647,Kia,Kia Sportage,2021,7TYMJM,60236,Gasoline,21,25,Crossover,"19,699"
1967,5XXG14J29MG016110,Kia,Kia K5,2021,7TT7V9,60609,Gasoline,27,37,Sedan,"20,699"
1968,3C4NJCCB0MT528177,Jeep,Jeep Compass,2021,7TG9CB,62363,Gasoline,22,31,Crossover,"20,799"
1969,4T1G11AK7MU435223,Toyota,Toyota Camry,2021,8CPNGL,62552,Gasoline,28,39,Sedan,"22,299"
1970,4T1G11AK7MU413125,Toyota,Toyota Camry,2021,8CSF3M,59851,Gasoline,28,39,Sedan,"22,699"
1971,KM8K1CAA5MU744900,Hyundai,Hyundai Kona,2021,8F164X,7065,Gasoline,25,30,Crossover,"22,999"
1972,JN8AT2MV4LW138594,Nissan,Nissan Rogue,2020,8D5M5Q,42320,Gasoline,25,32,Crossover,"22,999"
1973,3GKALPEV6ML316654,GMC,GMC Terrain,2021,7T2HR2,61639,Gasoline,25,30,Crossover,"23,499"
1974,1FMCU0G64LUC22500,Ford,Ford Escape,2020,8D2CT1,28807,Gasoline,27,33,Crossover,"23,999"
1975,3GNAXKEV7LL253475,Chevrolet,Chevrolet Equinox,2020,8DQ5C0,31440,Gasoline,26,31,Crossover,"23,999"
1976,3VV2B7AXXKM191693,Volkswagen,Volkswagen Tiguan,2019,8D4L2M,42565,Gasoline,21,29,Sport Utility,"23,999"
1977,2C3CDZGG1KH708995,Dodge,Dodge Challenger,2019,7SGC7L,57632,Gasoline,18,27,Coupe,"23,999"
1978,4S3BWAC67M3009022,Subaru,Subaru Legacy,2021,8F722S,40280,Gasoline,27,35,Sedan,"24,799"
1979,JN8AT2MV0LW105074,Nissan,Nissan Rogue,2020,8DN6D6,26344,Gasoline,25,32,Crossover,"24,999"
1980,ZACNJBD16KPK05155,Jeep,Jeep Renegade,2019,8FBK11,27941,Gasoline,23,29,Crossover,"24,999"
1981,JN8AT2MV3LW134181,Nissan,Nissan Rogue,2020,8DJM32,33652,Gasoline,25,32,Crossover,"24,999"
1982,2C3CCABG0MH524016,Chrysler,Chrysler 300,2021,7V16FS,59845,Gasoline,19,30,Sedan,"24,999"
1983,1N4BL4CV0NN372081,Nissan,Nissan Altima,2022,8D3L7M,6210,Gasoline,27,37,Sedan,"26,999"
1984,KL4MMFSL0LB114275,Buick,Buick Encore GX,2020,8F1Q16,17016,Gasoline,30,32,Crossover,"26,999"
1985,1FTEW1EP0KFB02270,Ford,Ford F-150,2019,8DLL6K,62905,Gasoline,18,23,Truck,"32,999"
1986,1C4SDJCT8KC833703,Dodge,Dodge Durango,2019,8D1TLJ,63683,Gasoline,14,22,Crossover,"33,999"
1987,1C6SRFFT5KN647607,RAM,RAM 1500,2019,8F315T,58750,Gasoline,15,21,Truck,"34,999"
1988,1GCUYDED9LZ271880,Chevrolet,Chevrolet Silverado 1500,2020,7TWYDS,59400,Gasoline,16,22,Truck,"35,499"
1989,1FBAX2C87LKA59850,Ford,Ford Transit Passenger Wagon,2020,7TLVWK,64338,Gasoline,0,0,Van / Minivan,"44,999"
1990,KL8CD6SA0MC719188,Chevrolet,Chevrolet Spark,2021,7VYF6S,60885,Gasoline,30,38,Hatchback,"14,499"
1991,KMHRB8A35MU066420,Hyundai,Hyundai Venue,2021,7TSTY4,64476,Gasoline,30,33,Crossover,"15,999"
1992,5NPD84LF0LH566877,Hyundai,Hyundai Elantra,2020,7TNKQR,61869,Gasoline,30,40,Sedan,"16,699"
1993,KNDJ23AU8M7750535,Kia,Kia Soul,2021,7TXSFV,64448,Gasoline,29,35,Hatchback,"16,699"
1994,KMHRB8A3XMU114865,Hyundai,Hyundai Venue,2021,8FG14F,46096,Gasoline,30,33,Crossover,"17,499"
1995,3N1AB8CVXMY292971,Nissan,Nissan Sentra,2021,8C6WKG,63876,Gasoline,29,39,Sedan,"18,699"
1996,5YFEPMAE3MP203673,Toyota,Toyota Corolla,2021,7V2HYQ,63847,Gasoline,30,38,Sedan,"18,999"
1997,5NPEG4JA0MH067447,Hyundai,Hyundai Sonata,2021,7TJSVB,62906,Gasoline,28,38,Sedan,"19,199"
1998,2GNAXKEV8M6125543,Chevrolet,Chevrolet Equinox,2021,7V8X51,66001,Gasoline,26,31,Crossover,"19,499"
1999,1N4BL4DV1MN369204,Nissan,Nissan Altima,2021,8CWY91,60178,Gasoline,27,37,Sedan,"19,699"
2000,1N4BL4DV2MN339094,Nissan,Nissan Altima,2021,8CHLW3,64010,Gasoline,27,37,Sedan,"19,699"
2001,3FADP4DJXKM122104,Ford,Ford Fiesta,2019,8FH91W,30909,Gasoline,27,35,Hatchback,"19,999"
2002,2GNAXKEV3M6126373,Chevrolet,Chevrolet Equinox,2021,7V28G8,60407,Gasoline,26,31,Crossover,"19,999"
2003,1VWSA7A30MC010908,Volkswagen,Volkswagen Passat,2021,7VDGNC,62684,Gasoline,24,36,Sedan,"19,999"
2004,2GNAXUEVXM6100381,Chevrolet,Chevrolet Equinox,2021,7T6RDP,63390,Gasoline,25,30,Crossover,"20,499"
2005,1C4PJLDB8LD653293,Jeep,Jeep Cherokee,2020,8CD8LN,67479,Gasoline,22,31,Crossover,"20,699"
2006,1FMCU9HD3JUA34162,Ford,Ford Escape,2018,8FXY1B,48173,Gasoline,22,28,Crossover,"20,799"
2007,3C4NJCCB0MT517888,Jeep,Jeep Compass,2021,7TRCG2,60314,Gasoline,22,31,Crossover,"20,799"
2008,3C4NJCCB1MT522548,Jeep,Jeep Compass,2021,7T4FSN,62210,Gasoline,22,31,Crossover,"20,799"
2009,JA4ARUAU2MU020391,Mitsubishi,Mitsubishi Outlander Sport,2021,8FF45N,41546,Gasoline,23,29,Crossover,"20,999"
2010,5XXGT4L37LG412518,Kia,Kia Optima,2020,8F73XK,47836,Gasoline,24,32,Sedan,"20,999"
2011,JA4ARUAU2MU018835,Mitsubishi,Mitsubishi Outlander Sport,2021,8FXX6Y,41609,Gasoline,23,29,Crossover,"21,499"
2012,3C4NJDDB1KT722069,Jeep,Jeep Compass,2019,8D9CG0,53724,Gasoline,22,30,Crossover,"22,499"
2013,2FMPK4K9XKBB86817,Ford,Ford Edge,2019,7VGGT8,60940,Gasoline,21,28,Crossover,"22,999"
2014,3C4NJDCB1MT604964,Jeep,Jeep Compass,2021,8FF78Y,46227,Gasoline,22,30,Crossover,"23,999"
2015,2HKRW6H3XKH218749,Honda,Honda CR-V,2019,8FG11F,56492,Gasoline,25,31,Crossover,"23,999"
2016,3CZRU5H58NM738233,Honda,Honda HR-V,2022,8F19VQ,30092,Gasoline,28,34,Crossover,"24,299"
2017,1V2HR2CA7MC552770,Volkswagen,Volkswagen Atlas,2021,7V41HG,64608,Gasoline,16,22,Crossover,"27,499"
2018,5N1AT2MV4LC719778,Nissan,Nissan Rogue,2020,8FD54T,12721,Gasoline,25,32,Crossover,"28,499"
2019,5N1AT2MV0LC763230,Nissan,Nissan Rogue,2020,8F67K3,21084,Gasoline,25,32,Crossover,"29,499"
2020,1C4RJFBGXMC627973,Jeep,Jeep Grand Cherokee,2021,7V2GHN,63827,Gasoline,18,25,Crossover,"29,999"
2021,1N4AA6EV1LC375722,Nissan,Nissan Maxima,2020,8F58ML,24239,Gasoline,20,30,Sedan,"33,499"
2022,WDDZF4KBXJA467147,Mercedes-Benz,Mercedes-Benz E-Class,2018,8DS9P8,42832,Gasoline,21,29,Sedan,"34,999"
2023,5UXTS1C07M9E37599,BMW,BMW X3,2021,8FD60T,22413,Hybrid,0,0,Sport Utility,"43,499"
2024,4T1G11AK6MU409129,Toyota,Toyota Camry,2021,7T1G3G,63463,Gasoline,28,39,Sedan,"22,299"
2025,KMHL64JA4NA215128,Hyundai,Hyundai Sonata,2022,8FK17Y,15315,Gasoline,27,37,Sedan,"25,999"
2026,KMHL64JA3NA171817,Hyundai,Hyundai Sonata,2022,8FK22Y,18862,Gasoline,27,37,Sedan,"25,999"
2027,2C4RC1BG6MR597911,Chrysler,Chrysler Pacifica,2021,7VHCF7,62053,Gasoline,19,28,Van / Minivan,"26,499"
2028,3KPC24A60ME129919,Hyundai,Hyundai Accent,2021,7T7QWY,58758,Gasoline,33,41,Sedan,"16,499"
2029,5NPD84LFXLH555515,Hyundai,Hyundai Elantra,2020,7TCGM2,61282,Gasoline,30,40,Sedan,"16,699"
2030,3N1CN8EV1ML817281,Nissan,Nissan Versa,2021,8CN17V,58659,Gasoline,32,40,Sedan,"16,799"
2031,KM8K12AA4MU643633,Hyundai,Hyundai Kona,2021,7T5Q0X,58232,Gasoline,27,33,Crossover,"17,499"
2032,JN1BJ1AW9MW661398,Nissan,Nissan Rogue Sport,2021,8CPLJW,62209,Gasoline,24,30,Crossover,"18,799"
2033,3VWG57AU8LM003981,Volkswagen,Volkswagen Golf,2020,8F349W,63726,Gasoline,29,35,Hatchback,"18,999"
2034,5YFEPMAE2MP198174,Toyota,Toyota Corolla,2021,7VL93F,58139,Gasoline,30,38,Sedan,"19,299"
2035,2GNAXKEV9M6125731,Chevrolet,Chevrolet Equinox,2021,7V46C3,65495,Gasoline,26,31,Crossover,"19,499"
2036,KL7CJPSB0MB321089,Chevrolet,Chevrolet Trax,2021,8DYDRT,27352,Gasoline,23,30,Crossover,"20,499"
2037,3FA6P0K91LR174302,Ford,Ford Fusion,2020,7T1SRG,57914,Gasoline,21,31,Sedan,"20,499"
2038,2FMPK4K96KBB23116,Ford,Ford Edge,2019,8D4Q7L,96996,Gasoline,21,28,Crossover,"20,499"
2039,1FMCU9F60LUB11206,Ford,Ford Escape,2020,8D9H2S,42724,Gasoline,26,31,Crossover,"20,999"
2040,2C4RC1DG4LR265770,Chrysler,Chrysler Voyager,2020,7T6YBG,61907,Gasoline,19,28,Van / Minivan,"21,499"
2041,1FATP8UH6K5109727,Ford,Ford Mustang,2019,8D4SP1,59785,Gasoline,20,28,Convertible,"21,999"
2042,4T1G11AK7NU623578,Toyota,Toyota Camry,2022,7VJ2D9,63421,Gasoline,28,39,Sedan,"21,999"
2043,4T1G11AK1MU409846,Toyota,Toyota Camry,2021,7T7R2H,60249,Gasoline,28,39,Sedan,"22,299"
2044,1FMCU9G66MUA04502,Ford,Ford Escape,2021,8DG5BR,24200,Gasoline,26,31,Crossover,"23,999"
2045,JM3KFBDM5M1324133,Mazda,Mazda Mazda CX-5,2021,7TYSGB,60421,Gasoline,24,30,Crossover,"23,999"
2046,3GKALVEV0ML302558,GMC,GMC Terrain,2021,7T7KPJ,57507,Gasoline,25,28,Crossover,"24,499"
2047,KL4CJESM5NB509434,Buick,Buick Encore,2022,8DN6B0,15480,Gasoline,23,30,Crossover,"25,199"
2048,5N1AT2MV5LC750649,Nissan,Nissan Rogue,2020,8F85XK,39932,Gasoline,25,32,Crossover,"25,999"
2049,JTJBARBZ1G2069345,Lexus,Lexus NX 200T,2016,8F222Q,73410,Gasoline,22,28,Sport Utility,"25,999"
2050,3C6RR7KG6LG132395,RAM,RAM 1500 Classic,2020,7VHWG1,65760,Gasoline,16,23,Truck,"26,999"
2051,JM3TCBDY7M0523951,Mazda,Mazda Mazda CX-9,2021,7VBXHJ,58780,Gasoline,20,26,Crossover,"28,999"
2052,KM8SRDHF2KU309278,Hyundai,Hyundai Santa Fe XL,2019,8D34TQ,60727,Gasoline,17,22,Crossover,"28,999"
2053,1C6RR7TTXMS521854,RAM,RAM 1500 Classic,2021,7VVPJB,61262,Gasoline,15,21,Truck,"29,499"
2054,1C4RJFAG1MC654027,Jeep,Jeep Grand Cherokee,2021,8F51D2,46397,Gasoline,18,25,Crossover,"29,999"
2055,LRBFX3SX0LD147240,Buick,Buick Envision,2020,8D7TRN,22352,Gasoline,20,25,Crossover,"30,699"
2056,1C4RJFJG6KC720620,Jeep,Jeep Grand Cherokee,2019,7V9YX3,70175,Gasoline,18,25,Crossover,"31,999"
2057,4S3BWGP66M3005928,Subaru,Subaru Legacy,2021,8DN9B3,20635,Gasoline,24,32,Sedan,"33,499"
2058,JN8BT3DD1NW271804,Nissan,Nissan Rogue,2022,8F44HL,20623,Gasoline,28,34,Crossover,"34,999"
2059,5J8TC2H72KL012610,Acura,Acura RDX,2019,8F392V,41667,Gasoline,21,27,Sport Utility,"35,999"
2060,1C4RJFBG3MC553392,Jeep,Jeep Grand Cherokee,2021,8FG36D,11110,Gasoline,18,25,Crossover,"36,499"
2061,1FTFW1E87MFA42066,Ford,Ford F-150,2021,7V46CN,65050,Gasoline,17,23,Truck,"37,999"
2062,KM8R4DHE0MU232417,Hyundai,Hyundai Palisade,2021,8F815Y,52500,Gasoline,19,24,Crossover,"38,999"
2063,1HGCV1F43MA036488,Honda,Honda Accord Sedan,2021,8D6VNH,25457,Gasoline,29,35,Sedan,"29,499"
2064,3N1CP5BV7LL536033,Nissan,Nissan Kicks,2020,8CQ8WC,60370,Gasoline,31,36,Crossover,"16,199"
2065,KL8CD6SA3MC746076,Chevrolet,Chevrolet Spark,2021,8FCL36,37365,Gasoline,30,38,Hatchback,"16,299"
2066,3N1CN8EV3ML855241,Nissan,Nissan Versa,2021,7VMY3Y,58789,Gasoline,32,40,Sedan,"16,799"
2067,5NPD84LF3LH578702,Hyundai,Hyundai Elantra,2020,7TP3YP,58386,Gasoline,30,40,Sedan,"16,999"
2068,KM8K1CAA1MU661562,Hyundai,Hyundai Kona,2021,7T5S7N,62266,Gasoline,25,30,Crossover,"17,999"
2069,1G1ZD5ST8LF112281,Chevrolet,Chevrolet Malibu,2020,7TPDF5,58045,Gasoline,29,36,Sedan,"18,299"
2070,1G1ZD5ST8MF074312,Chevrolet,Chevrolet Malibu,2021,7VVTDV,60148,Gasoline,29,36,Sedan,"18,699"
2071,JTDEPRAE8LJ092439,Toyota,Toyota Corolla,2020,7TQL3G,57512,Gasoline,30,38,Sedan,"18,799"
2072,3C4PDCAB9LT272199,Dodge,Dodge Journey,2020,7TFB70,57920,Gasoline,19,25,Crossover,"18,999"
2073,5YFEPMAE8MP178009,Toyota,Toyota Corolla,2021,8CY9GC,59809,Gasoline,30,38,Sedan,"18,999"
2074,5YFEPMAE9MP181405,Toyota,Toyota Corolla,2021,7T1P2K,59817,Gasoline,30,38,Sedan,"18,999"
2075,3C4PDCGB6LT266495,Dodge,Dodge Journey,2020,7T4CWL,61444,Gasoline,19,25,Crossover,"19,299"
2076,2GNAXUEVXL6198908,Chevrolet,Chevrolet Equinox,2020,7THFSK,58537,Gasoline,25,30,Crossover,"19,999"
2077,1N4BL4DV5MN305859,Nissan,Nissan Altima,2021,8CX9VV,59195,Gasoline,27,37,Sedan,"19,999"
2078,3GKALTEVXKL222489,GMC,GMC Terrain,2019,8DTVSC,58061,Gasoline,24,28,Crossover,"21,799"
2079,3VV2B7AXXMM007176,Volkswagen,Volkswagen Tiguan,2021,7TQ9J1,64494,Gasoline,21,27,Sport Utility,"22,199"
2080,2C4RC1DG6MR508660,Chrysler,Chrysler Voyager,2021,7VG54B,63504,Gasoline,19,28,Van / Minivan,"22,499"
2081,5N1AZ2MS1KN119968,Nissan,Nissan Murano,2019,8F817Y,95850,Gasoline,20,28,Sport Utility,"22,499"
2082,2C4RC1CG5KR702191,Chrysler,Chrysler Pacifica,2019,8FG24D,55686,Gasoline,19,28,Van / Minivan,"22,999"
2083,5N1AT3AB9MC752017,Nissan,Nissan Rogue,2021,8D4Q8L,69653,Gasoline,26,33,Crossover,"22,999"
2084,1C4PJMBX5KD427070,Jeep,Jeep Cherokee,2019,8D7X1P,58809,Gasoline,18,24,Crossover,"23,299"
2085,JN1BJ1CW2LW377901,Nissan,Nissan Rogue Sport,2020,8DYDRL,34501,Gasoline,24,30,Crossover,"25,599"
2086,MAJ6S3GL4NC457041,Ford,Ford Ecosport,2022,8F5Y97,210,Gasoline,23,29,Crossover,"26,699"
2087,2C3CDXJG6MH601067,Dodge,Dodge Charger,2021,8F21D4,42500,Gasoline,18,27,Sedan,"27,999"
2088,1N4AL4CVXNN362623,Nissan,Nissan Altima,2022,8FF30N,11245,Gasoline,25,34,Sedan,"28,999"
2089,4S3BWAF68L3011467,Subaru,Subaru Legacy,2020,8F85RH,14970,Gasoline,27,35,Sedan,"28,999"
2090,3C4NJDCB9NT122096,Jeep,Jeep Compass,2022,8FG39D,15315,Gasoline,22,30,Crossover,"29,999"
2091,1C4SDJCT7KC827424,Dodge,Dodge Durango,2019,7T508P,58991,Gasoline,14,22,Crossover,"34,999"
2092,1FADP3FE6JL237373,Ford,Ford Focus,2018,8FBXM6,42730,Gasoline,30,40,Sedan,"13,999"
2093,KL8CD6SA7MC717423,Chevrolet,Chevrolet Spark,2021,7T9CX4,57680,Gasoline,30,38,Hatchback,"14,999"
2094,3KPC24A68ME131515,Hyundai,Hyundai Accent,2021,7V92RN,61897,Gasoline,33,41,Sedan,"16,499"
2095,5NPD84LF4LH621413,Hyundai,Hyundai Elantra,2020,7TSDK1,58579,Gasoline,30,40,Sedan,"16,999"
2096,5NPEG4JA3MH065580,Hyundai,Hyundai Sonata,2021,7TQJD8,60341,Gasoline,28,38,Sedan,"18,899"
2097,3VWG57AU5MM006614,Volkswagen,Volkswagen Golf,2021,7VXM7Y,60092,Gasoline,29,36,Hatchback,"18,999"
2098,5YFEPMAE0MP211617,Toyota,Toyota Corolla,2021,7VVMJF,62110,Gasoline,30,38,Sedan,"18,999"
2099,2C4RC1DG9MR547713,Chrysler,Chrysler Voyager,2021,7VRG2V,73308,Gasoline,19,28,Van / Minivan,"21,699"
2100,4T1G11AK0MU549287,Toyota,Toyota Camry,2021,7VNQMW,63475,Gasoline,28,39,Sedan,"22,299"
2101,3C4NJDCB4MT511288,Jeep,Jeep Compass,2021,7TBFDD,58499,Gasoline,22,30,Crossover,"22,499"
2102,1C4PJMDX1KD385896,Jeep,Jeep Cherokee,2019,8DQ119,59266,Gasoline,19,27,Crossover,"22,999"
2103,MAJ6S3KLXLC340875,Ford,Ford Ecosport,2020,8F74FL,10953,Gasoline,23,29,Crossover,"23,999"
2104,JN1BJ1BW8MW448277,Nissan,Nissan Rogue Sport,2021,8FJ31G,27391,Gasoline,24,30,Crossover,"23,999"
2105,3CZRU6H58MM753948,Honda,Honda HR-V,2021,8DQ9V6,46086,Gasoline,26,31,Crossover,"23,999"
2106,JN8AT2MV9LW117000,Nissan,Nissan Rogue,2020,8F653S,38726,Gasoline,25,32,Crossover,"24,799"
2107,2C4RC1BG2MR532568,Chrysler,Chrysler Pacifica,2021,7VSTQD,62558,Gasoline,19,28,Van / Minivan,"26,499"
2108,2C4RC1BG2MR574545,Chrysler,Chrysler Pacifica,2021,7VN06Y,65073,Gasoline,19,28,Van / Minivan,"26,499"
2109,1C4RJFBG7KC829683,Jeep,Jeep Grand Cherokee,2019,8D9MHT,63557,Gasoline,18,25,Crossover,"26,999"
2110,3C4NJDCB9LT146217,Jeep,Jeep Compass,2020,8DGH2F,16890,Gasoline,22,30,Crossover,"27,499"
2111,5N1AT3BB4MC722549,Nissan,Nissan Rogue,2021,8FXL8S,37385,Gasoline,25,32,Crossover,"27,999"
